municipio_id,ibi_urbana_rd_20_2011,year
9373,2012,0.4
9374,2012,0.5
9375,2012,0.5
9377,2012,0
9378,2012,0.56
9380,2012,0.66
9381,2012,0.616
9382,2012,0.6
9384,2012,0.715
9386,2012,0.616
9387,2012,0.66
9388,2012,0.616
9389,2012,0.56
9390,2012,0.416
9391,2012,0.66
9392,2012,0.61
9394,2012,0.605
9395,2012,0.715
9396,2012,0.56
9400,2012,0.6
9403,2012,0.5
9405,2012,0.68
9406,2012,0.75
9407,2012,0.4
9408,2012,0.65
9409,2012,0.8
9410,2012,0.4
9411,2012,0.61
9412,2012,0.715
9414,2012,0.5
9415,2012,0
9416,2012,0.5
9417,2012,0.66
9418,2012,0.5
9419,2012,0.66
9421,2012,0.6
9423,2012,0.5
9424,2012,0.55
9425,2012,0.5
9427,2012,0.5
9428,2012,0.5
9429,2012,0.5
9430,2012,0.715
9431,2012,0.58
9432,2012,0.8
9433,2012,0.5
9434,2012,0.4
9437,2012,0.56
9438,2012,0.56
9439,2012,0.4
9441,2012,0.5
9443,2012,0.5
9444,2012,0.5
9445,2012,0.616
9446,2012,0.5
9447,2012,0.5
9448,2012,0.616
9449,2012,0.5
9450,2012,0.5
9451,2012,0.65
9454,2012,0.56
9455,2012,0.5
9456,2012,0.5
9458,2012,0.45
9460,2012,0.6
9463,2012,0.55
9464,2012,0.825
9466,2012,0.5
9467,2012,0.5
9471,2012,0.42
9472,2012,0.5
9473,2012,0.5
9476,2012,0.66
9478,2012,0.616
9480,2012,0.5
9482,2012,0.5
9483,2012,0.715
9485,2012,0.56
9901,2012,0.6
9902,2012,0.5
9903,2012,0.726
9904,2012,0.5
9905,2012,0.55
9906,2012,0.416
9907,2012,0.6
9908,2012,0.28
10001,2012,0.533
10002,2012,0.616
10003,2012,0.636
10004,2012,0.55
10005,2012,0.715
10006,2012,0.5
10007,2012,0.66
10008,2012,0.55
10009,2012,0.935
10010,2012,0.759
10011,2012,0.66
10012,2012,0.5
10013,2012,0.737
10014,2012,0.416
10015,2012,0.6
10016,2012,0.5
10017,2012,0.6
10018,2012,0.65
10019,2012,0.5
10020,2012,0.41
10021,2012,0.715
10022,2012,0.7384
10023,2012,0.6
10024,2012,0.5
10025,2012,0.5
10026,2012,0.5
10027,2012,0.616
10028,2012,0.55
10029,2012,0.5
10030,2012,0.4
10031,2012,0.715
10032,2012,1
10033,2012,0.636
10034,2012,0.5
10035,2012,0.616
10036,2012,0.715
10037,2012,0.825
10038,2012,0.7
10039,2012,0.4
10040,2012,0.85
10041,2012,0.62
10042,2012,0.6
10043,2012,0.935
10044,2012,0.66
10045,2012,0.605
10046,2012,0.666
10047,2012,0.66
10048,2012,0.5
10049,2012,0.5
10050,2012,0.66
10051,2012,0.5
10052,2012,0.5
10053,2012,0.88
10054,2012,0.66
10055,2012,0.6
10056,2012,0.77
10057,2012,0.884
10058,2012,0.66
10059,2012,0.55
10060,2012,0.6
10061,2012,0.6
10062,2012,0.624
10063,2012,0.616
10064,2012,0.69
10065,2012,0.6032
10066,2012,0.66
10067,2012,0.803
10068,2012,0.728
10069,2012,0.624
10070,2012,0.5936
10071,2012,0.4
10072,2012,0.5
10073,2012,0.66
10075,2012,0.5
10076,2012,0.825
10077,2012,0.88
10078,2012,0.5
10079,2012,0.6136
10080,2012,0.66
10081,2012,0.616
10082,2012,0.88
10083,2012,0.88
10084,2012,0.6
10085,2012,0.41
10086,2012,0.5
10087,2012,0.78
10088,2012,0.715
10089,2012,0.77
10090,2012,0.5
10091,2012,0.624
10092,2012,0.5
10093,2012,0.6
10094,2012,0.88
10095,2012,0.749
10096,2012,0.55
10097,2012,0.52
10098,2012,0.715
10099,2012,0.7
10100,2012,0.66
10101,2012,0.715
10102,2012,1.16
10103,2012,0.66
10104,2012,0.88
10105,2012,0.66
10106,2012,0.5
10107,2012,0.572
10108,2012,0.5
10109,2012,0.62
10110,2012,0.55
10111,2012,0.6
10112,2012,0.506
10113,2012,0.77
10114,2012,0.636
10115,2012,0.66
10116,2012,0.5
10117,2012,0.66
10118,2012,0.5
10119,2012,0.825
10120,2012,0.66
10121,2012,0.81
10122,2012,0.77
10123,2012,0.884
10124,2012,0.582
10125,2012,0.616
10126,2012,0.938
10127,2012,0.5
10128,2012,0.924
10129,2012,0.75
10130,2012,0.5
10131,2012,0.578
10132,2012,0.6
10133,2012,0.75
10134,2012,0.605
10135,2012,0.416
10136,2012,0.715
10137,2012,0.5
10138,2012,0.4
10139,2012,0.825
10140,2012,0.4
10141,2012,0.66
10142,2012,0.4
10143,2012,0.77
10144,2012,0.5
10145,2012,0.66
10146,2012,0.52
10147,2012,0.5
10148,2012,0.5
10149,2012,1.001
10150,2012,0.55
10151,2012,0.65
10152,2012,0.66
10153,2012,0.5
10154,2012,0.5
10155,2012,0.803
10156,2012,0.5
10157,2012,0.8
10158,2012,0.53
10159,2012,0.5
10160,2012,0.5
10161,2012,0.66
10162,2012,0.88
10163,2012,0.795
10164,2012,0.4
10165,2012,0.66
10166,2012,0.7
10167,2012,1.1
10168,2012,1.001
10169,2012,1.1
10170,2012,0.715
10171,2012,0.6
10172,2012,0.416
10173,2012,0.59
10174,2012,0.728
10175,2012,0.55
10176,2012,0.8
10177,2012,0.624
10178,2012,0.605
10179,2012,0.55
10180,2012,0.66
10181,2012,0.836
10182,2012,0.66
10183,2012,0.88
10184,2012,0.77
10185,2012,0.6
10186,2012,0.5
10187,2012,0.65
10188,2012,0.728
10189,2012,0.66
10190,2012,0.649
10191,2012,0.624
10192,2012,0.616
10193,2012,0.715
10194,2012,0.6
10195,2012,0.795
10196,2012,0.5
10197,2012,0.4
10198,2012,0.66
10199,2012,0.6
10200,2012,0.6
10201,2012,0.75
10202,2012,0.624
10203,2012,0.6655
10204,2012,0.667
10205,2012,0.7
10206,2012,0.5
10207,2012,0.676
10208,2012,0.52
10209,2012,0.742
10210,2012,0.4
10211,2012,0.6
10212,2012,0.825
10213,2012,0.5
10214,2012,0.5
10215,2012,0.6
10216,2012,0.468
10217,2012,0.56
10218,2012,0.5
10219,2012,0.616
10901,2012,0.693
10902,2012,0.924
10903,2012,0.825
11001,2012,0.65
11002,2012,0.572
11003,2012,0.85
11004,2012,0.73
11005,2012,0.67
11006,2012,1.045
11007,2012,0.73
11008,2012,0.605
11009,2012,0.7
11010,2012,0.7
11011,2012,0.4
11012,2012,1.111
11013,2012,0.5
11014,2012,0.48
11015,2012,0.497
11016,2012,0.58
11017,2012,0.62
11018,2012,0.59
11019,2012,0.7904
11020,2012,0.504
11021,2012,0.434
11022,2012,1.21
11023,2012,0.73
11024,2012,0.79
11025,2012,0.73
11026,2012,0.82
11027,2012,0.911
11028,2012,0.56
11029,2012,0.5
11030,2012,1.1
11031,2012,1.23
11032,2012,1.23
11033,2012,0.572
11034,2012,0.86
11035,2012,0.71
11036,2012,0.5
11037,2012,0.837
11038,2012,0.65
11039,2012,0
11040,2012,0.7
11041,2012,0.95
11042,2012,0.697
11901,2012,0.7026
11902,2012,0.77
12001,2012,0.75
12002,2012,0.728
12003,2012,0.5
12004,2012,0.99
12005,2012,0.689
12006,2012,0.7
12007,2012,0.77
12008,2012,0.954
12009,2012,0.99
12010,2012,0.7208
12011,2012,0.954
12012,2012,0.901
12013,2012,0.825
12014,2012,0.7314
12015,2012,0.803
12016,2012,0.83
12017,2012,0.8
12018,2012,0.954
12020,2012,0.625
12021,2012,0.9752
12022,2012,0.64
12024,2012,0.78
12025,2012,0.884
12026,2012,1.089
12027,2012,0.825
12028,2012,0.56
12029,2012,0.848
12031,2012,0.682
12032,2012,1.023
12033,2012,0.692
12034,2012,1.023
12036,2012,0.9
12037,2012,0.5
12038,2012,0.66
12039,2012,0.742
12040,2012,0.88
12041,2012,0.884
12042,2012,0.825
12043,2012,0.742
12044,2012,0.836
12045,2012,0.605
12046,2012,0.7
12048,2012,0.7
12049,2012,0.636
12050,2012,0.77
12051,2012,0.5
12052,2012,0.6
12053,2012,0.99
12055,2012,0.676
12056,2012,0.88
12057,2012,1.007
12058,2012,0.935
12059,2012,0.88
12060,2012,0.99
12061,2012,0.5
12063,2012,0.75
12064,2012,0.71
12065,2012,0.92
12067,2012,0.99
12068,2012,0.66
12069,2012,0.88
12070,2012,0.9
12071,2012,0.65
12072,2012,0.5
12073,2012,0.95
12074,2012,0.8
12075,2012,0.55
12076,2012,0.636
12077,2012,0.936
12078,2012,0.77
12079,2012,0.5
12080,2012,0.9116
12081,2012,0.6
12082,2012,0.935
12083,2012,0.5
12084,2012,0.88
12085,2012,0.737
12087,2012,0.66
12088,2012,0.636
12089,2012,0.88
12090,2012,0.684
12091,2012,0.5
12092,2012,0.6
12093,2012,0.5
12094,2012,0.53
12095,2012,0.72
12096,2012,0.605
12097,2012,0.8
12098,2012,0.44
12099,2012,0.4
12100,2012,0.4
12101,2012,0.848
12102,2012,0.825
12103,2012,0.616
12104,2012,0.935
12105,2012,0.88
12106,2012,0.94
12107,2012,0.85
12108,2012,0.8
12109,2012,0.7
12110,2012,0.85
12111,2012,0.75
12112,2012,0.5
12113,2012,0.935
12114,2012,0.968
12115,2012,0.636
12116,2012,0.7
12117,2012,0.8
12118,2012,0.935
12119,2012,0.55
12120,2012,0.594
12121,2012,0.6
12122,2012,0.61
12123,2012,0.5
12124,2012,0.55
12125,2012,0.825
12126,2012,0.8
12127,2012,0.88
12128,2012,0.5
12129,2012,0.676
12130,2012,0.5
12131,2012,0.3
12132,2012,0.825
12133,2012,0.65
12134,2012,0.784
12135,2012,0.6014
12136,2012,0.935
12137,2012,0.66
12138,2012,0.88
12139,2012,0.5
12140,2012,0.66
12141,2012,0.66
12142,2012,0.52
12901,2012,1.16
12902,2012,0.55
13001,2012,0.5
13002,2012,0.616
13003,2012,0.47
13004,2012,0.715
13005,2012,0.5
13006,2012,0.55
13007,2012,0.693
13008,2012,0.869
13009,2012,0.65
13010,2012,0.69
13011,2012,0.77
13012,2012,0.55
13013,2012,0.59
13014,2012,0.715
13015,2012,0.748
13016,2012,0.737
13017,2012,0.468
13018,2012,0.67
13019,2012,0.5512
13020,2012,0.671
13021,2012,0.66
13022,2012,0.825
13023,2012,0.58
13024,2012,0.572
13025,2012,0.8
13026,2012,0.66
13027,2012,0.74
13028,2012,0.844
13029,2012,0.66
13030,2012,0.416
13031,2012,0.763
13032,2012,0.52
13033,2012,0.5824
13034,2012,0.98
13035,2012,0.646
13036,2012,0.5
13037,2012,0.814
13038,2012,0.715
13039,2012,1.1
13040,2012,0.728
13041,2012,0.55
13042,2012,0.616
13043,2012,0.5
13044,2012,0.55
13045,2012,0.67
13046,2012,0.5
13047,2012,0.8
13048,2012,0.5
13049,2012,0.78
13050,2012,0.605
13051,2012,0.55
13052,2012,0.715
13053,2012,0.718
13054,2012,0.742
13055,2012,0.88
13056,2012,0.72
13057,2012,0.66
13058,2012,0.55
13059,2012,0.41
13060,2012,0.66
13061,2012,0.803
13062,2012,0.825
13063,2012,0.73
13064,2012,0.7
13065,2012,0.742
13066,2012,0.59
13067,2012,0.6
13068,2012,0.5
13069,2012,0.74
13070,2012,0.416
13071,2012,0.831
13072,2012,0.5
13073,2012,0.636
13074,2012,0.99
13075,2012,0.5
13076,2012,0.5
13077,2012,0.65
13078,2012,0.7909
13079,2012,0.781
13080,2012,0.5
13081,2012,0.55
13082,2012,0.98
13083,2012,0.848
13084,2012,0.7
13085,2012,0.825
13086,2012,0.66
13087,2012,0.837
13088,2012,0.7
13089,2012,0.5
13090,2012,0.6
13091,2012,0.7738
13092,2012,0.5
13093,2012,0.55
13094,2012,0.66
13095,2012,0.4
13096,2012,0.832
13097,2012,0.58
13098,2012,0.636
13901,2012,0.693
13902,2012,0.44
13903,2012,0.624
13904,2012,0.754
14001,2012,0.72
14002,2012,1.1
14003,2012,0.836
14004,2012,0.715
14005,2012,0.676
14006,2012,0.795
14007,2012,0.647
14008,2012,0.87556
14009,2012,0.9
14010,2012,0.605
14011,2012,0.5
14012,2012,0.72
14013,2012,0.742
14014,2012,0.68
14015,2012,0.682
14016,2012,0.825
14017,2012,0.6478
14018,2012,0.858
14019,2012,0.88
14020,2012,0.5
14021,2012,0.7609
14022,2012,0.69102
14023,2012,0.935
14024,2012,1.045
14025,2012,1.001
14026,2012,0.88
14027,2012,1
14028,2012,0.6
14029,2012,0.65
14030,2012,0.676
14031,2012,0.671
14032,2012,0.85
14033,2012,0.75
14034,2012,0.7
14035,2012,1.1
14036,2012,0.6
14037,2012,0.748
14038,2012,0.8965
14039,2012,0.638
14040,2012,0.84
14041,2012,0.77
14042,2012,0.91156
14043,2012,1.007
14044,2012,0.689
14045,2012,0.715
14046,2012,0.7208
14047,2012,0.5
14048,2012,0.902
14049,2012,0.7165
14050,2012,0.83
14051,2012,0.77
14052,2012,1.03
14053,2012,0.75
14054,2012,0.89
14055,2012,0.7469
14056,2012,0.9515
14057,2012,0.742
14058,2012,0.77
14059,2012,0.6
14060,2012,0.795
14061,2012,0.715
14062,2012,0.6
14063,2012,0.636
14064,2012,0.75
14065,2012,0.62
14066,2012,0.99
14067,2012,0.6
14068,2012,0.775
14069,2012,0.65
14070,2012,0.5
14071,2012,0.7
14073,2012,0.5
14074,2012,0.781
14075,2012,0.583
15001,2012,0.636
15002,2012,0.5
15003,2012,0.55
15004,2012,0.58
15005,2012,0.4
15006,2012,0.5
15007,2012,0.5
15008,2012,0.5
15009,2012,0.5
15010,2012,0.605
15011,2012,0.4
15012,2012,0.5
15013,2012,0.43
15014,2012,0.4
15015,2012,0.55
15016,2012,0.55
15017,2012,0.715
15018,2012,0.572
15019,2012,0.416
15020,2012,0.5
15021,2012,0.55
15022,2012,0.506
15023,2012,0.5
15024,2012,0.5194
15025,2012,0.4
15027,2012,0.5
15028,2012,0.5
15029,2012,0.5
15030,2012,0.595
15031,2012,0.61
15032,2012,0.5
15033,2012,0.66
15034,2012,0.5
15035,2012,0.678
15036,2012,0.6996
15037,2012,0.5
15038,2012,0.5
15039,2012,0.55
15040,2012,0.55
15041,2012,0.4
15042,2012,0.572
15043,2012,0.5
15044,2012,0.5
15045,2012,0.5
15046,2012,0.55
15047,2012,0.5
15048,2012,0.53
15049,2012,0.55
15050,2012,0.616
15051,2012,0.5
15052,2012,0.5
15053,2012,0.5
15054,2012,0.6968
15055,2012,1.1
15056,2012,0.5
15057,2012,0.53
15058,2012,0.605
15059,2012,0.561
15060,2012,0.468
15061,2012,0.5
15062,2012,0.5
15064,2012,0.55
15065,2012,0.5
15066,2012,0.4
15067,2012,0.416
15068,2012,0.45
15069,2012,0.605
15070,2012,0.5
15071,2012,0.5
15072,2012,0.605
15073,2012,0.4
15074,2012,0.4
15075,2012,0.528
15076,2012,0.605
15077,2012,0.5
15078,2012,0.624
15079,2012,0.5
15080,2012,0.5
15081,2012,0.5408
15082,2012,0.5
15083,2012,0.5
15084,2012,0.528
15085,2012,0.5
15086,2012,0.5
15087,2012,0.5
15088,2012,0.5
15089,2012,0.4576
15090,2012,0.4
15091,2012,0.416
15092,2012,0.5
15093,2012,0.5
15901,2012,0.5
16001,2012,0.5
16002,2012,0.616
16003,2012,0.61
16004,2012,0.77
16005,2012,0.52
16006,2012,0.93
16007,2012,0.4
16008,2012,0.6
16009,2012,0.616
16010,2012,0.66
16011,2012,0.68
16012,2012,0.616
16013,2012,0.5
16014,2012,0.5
16015,2012,0.55
16016,2012,0.55
16017,2012,0.55
16018,2012,0.52
16019,2012,0.4
16020,2012,0.71
16022,2012,0.5
16023,2012,0.715
16024,2012,0.41
16025,2012,0.88
16026,2012,0.61
16027,2012,0.79
16029,2012,0.55
16030,2012,0.5
16031,2012,0.715
16032,2012,0.572
16033,2012,0.742
16034,2012,0.55
16035,2012,0.5
16036,2012,0.5
16038,2012,0.88
16039,2012,0.5
16040,2012,0.5
16041,2012,0.55
16042,2012,0.41
16043,2012,0.55
16044,2012,0.5
16045,2012,0.71
16046,2012,0.5
16047,2012,0.5
16048,2012,0.4
16049,2012,0.616
16050,2012,0.5
16051,2012,0.5
16052,2012,0.66
16053,2012,0.5
16055,2012,0.5
16056,2012,0.66
16057,2012,0.5
16058,2012,0.66
16060,2012,0.88
16061,2012,0.4
16062,2012,0.61
16063,2012,0.82
16064,2012,0.5
16065,2012,0.66
16066,2012,0.6042
16067,2012,0.66
16068,2012,0.5
16070,2012,0.5
16071,2012,0.517
16072,2012,0.5
16073,2012,0.616
16074,2012,0.5
16078,2012,0.68
16079,2012,0.5
16081,2012,0.5
16082,2012,0.582
16083,2012,0.5
16084,2012,0.5
16085,2012,0.66
16086,2012,0.57
16087,2012,0.66
16088,2012,0.605
16089,2012,0.5
16091,2012,0.5
16092,2012,0.55
16093,2012,0.5
16094,2012,0.99
16095,2012,0.5
16096,2012,0.5
16097,2012,0.58
16098,2012,0.66
16099,2012,0.66
16100,2012,0.572
16101,2012,0.715
16102,2012,0.47
16103,2012,0.61
16104,2012,0.62
16106,2012,0.55
16107,2012,0.63
16108,2012,0.88
16109,2012,0.55
16110,2012,0.5
16111,2012,0.5
16112,2012,0.85
16113,2012,0.68
16115,2012,0.5
16116,2012,0.5
16117,2012,0.5
16118,2012,0.66
16119,2012,0.678
16121,2012,0.5
16122,2012,0.57
16123,2012,0.5
16124,2012,0.67
16125,2012,0.63
16126,2012,0.5
16128,2012,0.616
16129,2012,0.825
16130,2012,0.4
16131,2012,0.5
16132,2012,0.68
16133,2012,0.58
16134,2012,0.77
16135,2012,0.58
16137,2012,0.5
16139,2012,0.46592
16140,2012,1.1
16141,2012,0.572
16142,2012,0.5
16143,2012,0.605
16145,2012,0.605
16146,2012,0.5
16147,2012,0.66
16148,2012,0.66
16149,2012,0.4368
16150,2012,0.605
16151,2012,0.88
16152,2012,0.61
16153,2012,0.66
16154,2012,0.935
16155,2012,0.676
16156,2012,0.66
16157,2012,0.52
16158,2012,0.616
16159,2012,0.99
16160,2012,0.77
16161,2012,0.5
16162,2012,0.5
16163,2012,0.5
16165,2012,0.5
16166,2012,0.58
16167,2012,0.77
16169,2012,0.616
16170,2012,0.77
16171,2012,0.4
16172,2012,0.55
16173,2012,0.794
16174,2012,0.41
16175,2012,0.649
16176,2012,0.5
16177,2012,0.5
16181,2012,0.825
16185,2012,0.66
16186,2012,0.715
16187,2012,0.61
16188,2012,0.88
16189,2012,0.66
16190,2012,0.825
16191,2012,0.55
16192,2012,0.5
16193,2012,0.71
16194,2012,0.66
16195,2012,0.55
16196,2012,0.605
16197,2012,0.5
16198,2012,0.702
16199,2012,0.55
16202,2012,0.5
16203,2012,0.715
16204,2012,0.66
16205,2012,0.55
16206,2012,0.715
16209,2012,0.5
16211,2012,0.77
16212,2012,0.55
16213,2012,0.66
16215,2012,0.4
16216,2012,0.715
16217,2012,0.88
16218,2012,0.715
16219,2012,0.715
16224,2012,0.41
16225,2012,0.5
16227,2012,0.5
16228,2012,0.82
16231,2012,0.71
16234,2012,0.616
16236,2012,0.582
16237,2012,0.55
16238,2012,0.55
16239,2012,0.715
16240,2012,0.88
16242,2012,0.616
16243,2012,0.605
16244,2012,0.77
16245,2012,0.5
16246,2012,0.605
16247,2012,0.715
16248,2012,0.42
16249,2012,0.6
16250,2012,0.66
16251,2012,0.627
16253,2012,0.77
16254,2012,0.5
16255,2012,0.748
16258,2012,0.5
16259,2012,0.708
16263,2012,0.55
16264,2012,0.6
16265,2012,0.5
16266,2012,0.41
16269,2012,0.5
16270,2012,0.77
16271,2012,0.66
16272,2012,0.5
16273,2012,0.582
16274,2012,0.77
16275,2012,0.616
16276,2012,0.5
16277,2012,0.5
16278,2012,0.55
16279,2012,0.66
16280,2012,0.66
16901,2012,0.616
16902,2012,0.682
16903,2012,0.56
16904,2012,0.66
16905,2012,0.704
16906,2012,0.5
16908,2012,0.616
16909,2012,0.616
16910,2012,0.4
17001,2012,1.1
17002,2012,0.726
17003,2012,0.7
17004,2012,0.583
17005,2012,0.66
17006,2012,0.979
17007,2012,0.87
17008,2012,1.1
17009,2012,0.6237
17010,2012,0.64
17011,2012,0.572
17012,2012,0.55
17013,2012,0.792
17014,2012,0.92
17015,2012,0.8866
17016,2012,0.81
17018,2012,0.6
17019,2012,1.08
17020,2012,0.948
17021,2012,0.5
17022,2012,0.935
17023,2012,1.0437
17024,2012,0.66
17025,2012,0.748
17026,2012,0.657
17027,2012,0.605
17028,2012,0.55
17030,2012,0.6875
17031,2012,0.88
17032,2012,1.089
17033,2012,0.977
17034,2012,1.23
17035,2012,0.7
17036,2012,0.7579
17037,2012,0.6607
17038,2012,0.5
17039,2012,1.16
17040,2012,0.71
17041,2012,0.77
17042,2012,0.77
17044,2012,0.811
17046,2012,1.16
17047,2012,1.15
17048,2012,1.217
17049,2012,0.748
17050,2012,0.66
17051,2012,0.5
17052,2012,0.66
17054,2012,0.99
17056,2012,0.926
17057,2012,0.715
17058,2012,0.66
17060,2012,0.5
17061,2012,0.55
17062,2012,0.9369
17063,2012,1.012
17064,2012,0.44
17065,2012,0.726
17066,2012,0.95
17067,2012,0.45
17068,2012,0.5
17069,2012,0.5
17070,2012,0.5
17071,2012,0.737
17073,2012,0.91
17074,2012,0.5
17075,2012,0.5
17076,2012,0.55
17078,2012,0.869
17079,2012,0.886
17080,2012,0.636
17081,2012,0.66
17082,2012,0.5
17083,2012,0.74
17084,2012,0.55
17085,2012,0.5
17086,2012,1.045
17087,2012,0.66
17088,2012,0.62
17089,2012,0.49
17090,2012,0.78
17091,2012,0.77
17092,2012,0.76
17093,2012,0.64
17094,2012,0
17095,2012,0.8745
17096,2012,0.935
17097,2012,0.65
17098,2012,0.55
17100,2012,0.52
17101,2012,0.726
17103,2012,0.784
17105,2012,0.81
17106,2012,0.77
17107,2012,0.946
17109,2012,0.83
17110,2012,0.8492
17111,2012,0.56
17112,2012,1
17114,2012,0.6778
17115,2012,0.53
17116,2012,0.605
17117,2012,1.1
17118,2012,1.009
17120,2012,1.1
17121,2012,0.781
17123,2012,0.5
17124,2012,0.902
17125,2012,0.8
17126,2012,0.66
17128,2012,0.825
17129,2012,0.55
17130,2012,0.38
17132,2012,0.8
17133,2012,0.87
17134,2012,0.8701
17135,2012,0.66
17136,2012,0.53
17137,2012,0.51
17138,2012,1.1
17139,2012,0.836
17140,2012,0.71
17141,2012,1.0813
17142,2012,0.968
17143,2012,1.1
17144,2012,0.4
17145,2012,0.998
17146,2012,1.0695
17147,2012,1.0361
17148,2012,0.858
17149,2012,0.77
17150,2012,0.5936
17152,2012,0.735
17154,2012,0.5
17155,2012,0.939
17157,2012,0.5
17158,2012,0.715
17159,2012,0.88
17160,2012,1.1
17161,2012,0.76
17162,2012,0.55
17163,2012,0.876
17164,2012,1.03213
17165,2012,0.67
17166,2012,0.825
17167,2012,0.69
17168,2012,0.5
17169,2012,0.84
17170,2012,0.624
17171,2012,0.66
17172,2012,0.83
17173,2012,0.88
17174,2012,0.52
17175,2012,0.66
17176,2012,0.5
17177,2012,1.0142
17178,2012,0.5775
17180,2012,0.8704
17181,2012,0.8404
17182,2012,0.61
17183,2012,0.72
17184,2012,1.1
17185,2012,0.836
17186,2012,0.745
17187,2012,0.55
17189,2012,0.8
17190,2012,0.616
17191,2012,0.6
17192,2012,1
17193,2012,0.972
17194,2012,0.715
17195,2012,0.627
17196,2012,0.42
17198,2012,0.77
17199,2012,1.16
17200,2012,0.68
17201,2012,0.649
17202,2012,1.1
17203,2012,0.94
17204,2012,0.77
17205,2012,0.605
17206,2012,0.77
17207,2012,0.73
17208,2012,0.72
17209,2012,0.69
17210,2012,0.66
17211,2012,0.704
17212,2012,0.99
17213,2012,0.671
17214,2012,0.91
17215,2012,0.7
17216,2012,0.55
17217,2012,0.55
17218,2012,0.5
17220,2012,1.045
17221,2012,0.814
17222,2012,0.5
17223,2012,0.51
17224,2012,0.66
17226,2012,0.638
17228,2012,0.55
17230,2012,0.64
17233,2012,0.935
17901,2012,0.44
17902,2012,0.836
17903,2012,0.72
18001,2012,0.416
18002,2012,0.5
18003,2012,0.935
18004,2012,0.57
18005,2012,0.4
18006,2012,0.68
18007,2012,0.4
18010,2012,0.5
18011,2012,0.53
18012,2012,0.56
18013,2012,0.5
18014,2012,0.55
18015,2012,0.4
18016,2012,0.5
18017,2012,1.1
18018,2012,0.4
18020,2012,0.5
18021,2012,0.627
18022,2012,0.76
18023,2012,0.66
18024,2012,0.5
18025,2012,0.5
18027,2012,0.642
18028,2012,0.6
18029,2012,0.5
18030,2012,0.55
18032,2012,0.66
18033,2012,0.55
18034,2012,0.416
18035,2012,0.55
18036,2012,0.5
18037,2012,0.4
18038,2012,0.5
18039,2012,0.57
18040,2012,0.5
18042,2012,1.1
18043,2012,0.5
18044,2012,0.5
18045,2012,0.52
18046,2012,0.5
18047,2012,0.55
18048,2012,0.5
18049,2012,0.556
18050,2012,1.2
18051,2012,0.56
18053,2012,0.416
18054,2012,0.4
18056,2012,0.43
18057,2012,0.51
18059,2012,0.627
18061,2012,0.676
18062,2012,0.66
18063,2012,0.5
18064,2012,0.5
18066,2012,0.416
18067,2012,0.45
18068,2012,0.5
18069,2012,0.55
18070,2012,0.5
18071,2012,0.416
18072,2012,0.4
18074,2012,0.5
18076,2012,0.4
18078,2012,0.5
18079,2012,0.62
18082,2012,0.728
18083,2012,0.624
18084,2012,0.5
18085,2012,0.5
18086,2012,0.53
18087,2012,0.7403
18088,2012,0.5
18089,2012,0.6254
18093,2012,0.69
18094,2012,0.7
18095,2012,0.5
18096,2012,0.64
18097,2012,0.4
18098,2012,0.728
18099,2012,0.53
18100,2012,0.5
18101,2012,0.792
18102,2012,0.5
18103,2012,0.4
18105,2012,0.5
18107,2012,0.416
18108,2012,0.45
18109,2012,0.4
18111,2012,0.5
18112,2012,0.416
18114,2012,0.3
18115,2012,0.5
18116,2012,0.5
18117,2012,0.4
18119,2012,0.4
18120,2012,0.4
18121,2012,0.5
18122,2012,0.88
18123,2012,0.4
18124,2012,0.5
18126,2012,0.4
18127,2012,0.92
18128,2012,0.5
18132,2012,0.5
18133,2012,0.52
18134,2012,0.5
18135,2012,0.53
18136,2012,0.728
18137,2012,0.45
18138,2012,0.5
18140,2012,0.47
18141,2012,0.5
18143,2012,0.5
18144,2012,0.4
18145,2012,0.572
18146,2012,0.52
18147,2012,0.55
18148,2012,0.5
18149,2012,0.69
18150,2012,0.43
18151,2012,0.77
18152,2012,0.728
18153,2012,0.825
18154,2012,0.4
18157,2012,0.5
18158,2012,0.748
18159,2012,0.5
18161,2012,0.55
18162,2012,0.5
18163,2012,0.66
18164,2012,0.624
18165,2012,0.4
18167,2012,0.6
18168,2012,0.47
18170,2012,0.884
18171,2012,0.6
18173,2012,0.715
18174,2012,0.5
18175,2012,0.814
18176,2012,0.624
18177,2012,0.66
18178,2012,0.52
18179,2012,0.5
18180,2012,0.52
18181,2012,0.5
18182,2012,0.7196
18183,2012,0.77
18184,2012,0.45
18185,2012,0.6
18187,2012,0.6
18188,2012,0.506
18189,2012,0.5
18192,2012,0.68
18193,2012,0.594
18194,2012,0.5
18901,2012,0.52
18902,2012,0.47
18903,2012,0.5
18904,2012,0.52
18905,2012,0.605
18906,2012,0.614
18907,2012,0.517
18908,2012,0.5
18909,2012,0.416
18910,2012,0.4
18911,2012,0.66
18912,2012,0.5
18913,2012,0.66
19001,2012,0.5
19002,2012,0.5
19003,2012,0.624
19004,2012,0.56
19005,2012,0.5
19006,2012,0.5
19007,2012,0.66
19008,2012,0.416
19009,2012,0.66
19010,2012,0.416
19011,2012,0.66
19013,2012,0.616
19015,2012,0.616
19016,2012,0.5
19017,2012,0.616
19018,2012,0.4
19019,2012,0.7
19020,2012,0.5824
19021,2012,0.795
19022,2012,0.52
19023,2012,0.52
19024,2012,0.5724
19027,2012,0.66
19031,2012,0.55
19032,2012,0.5824
19033,2012,0.5824
19034,2012,0.57
